Program,Service,Activity,Expense/Revenue,Category Name,Sub-Category Name,Commitment item,Amount,Year
Transportation Services,Road & Sidewalk Management,Pedestrian & Cycling Infrastructure & Programs,Expenses,Materials & Supplies,Office Supplies,Health-Safety Sup,163.00,2024
Transportation Services,Road & Sidewalk Management,Pedestrian & Cycling Infrastructure & Programs,Expenses,Materials & Supplies,Office Supplies,Other Office Materl,200.00,2024
Transportation Services,Road & Sidewalk Management,Pedestrian & Cycling Infrastructure & Programs,Expenses,Materials & Supplies,Office Supplies,Phot Fax & Print Sup,283.00,2024
Transportation Services,Road & Sidewalk Management,Pedestrian & Cycling Infrastructure & Programs,Expenses,Materials & Supplies,Office Supplies,Stationery And Off,"2,000.00",2024
Transportation Services,Road & Sidewalk Management,Pedestrian & Cycling Infrastructure & Programs,Expenses,Salaries,Permanent Salaries,Full Time Reg Py Sap,"3,641,504.61",2024
Transportation Services,Road & Sidewalk Management,Pedestrian & Cycling Infrastructure & Programs,Expenses,Salaries,Permanent Salaries,Perm - Overtime Sap,"270,680.44",2024
Transportation Services,Road & Sidewalk Management,Pedestrian & Cycling Infrastructure & Programs,Expenses,Service And Rent,Business Travel,Bus Trav - Accom,313.50,2024
Transportation Services,Road & Sidewalk Management,Pedestrian & Cycling Infrastructure & Programs,Expenses,Service And Rent,Business Travel,Bus Trav - Air Trans,150.00,2024
Transportation Services,Road & Sidewalk Management,Pedestrian & Cycling Infrastructure & Programs,Expenses,Service And Rent,Business Travel,Bus Trav - Pub Trans,328.50,2024
Transportation Services,Road & Sidewalk Management,Pedestrian & Cycling Infrastructure & Programs,Expenses,Service And Rent,Business Travel,Bustrav - Gr. Trans,250.00,2024
Transportation Services,Road & Sidewalk Management,Pedestrian & Cycling Infrastructure & Programs,Expenses,Service And Rent,Conference,Conf/Sem - Other Exp,128.75,2024
Transportation Services,Road & Sidewalk Management,Pedestrian & Cycling Infrastructure & Programs,Expenses,Service And Rent,Conference,Conf/Sem - Regist Fe,607.50,2024
Transportation Services,Road & Sidewalk Management,Pedestrian & Cycling Infrastructure & Programs,Expenses,Service And Rent,Conference,Conf/Semin - Accomd,250.00,2024
Transportation Services,Road & Sidewalk Management,Pedestrian & Cycling Infrastructure & Programs,Expenses,Service And Rent,Conference,Conf/Semin - Km,410.00,2024
Transportation Services,Road & Sidewalk Management,Pedestrian & Cycling Infrastructure & Programs,Expenses,Service And Rent,Conference,Conf/Semin -Air/Rai,250.00,2024
Transportation Services,Road & Sidewalk Management,Pedestrian & Cycling Infrastructure & Programs,Expenses,Service And Rent,Contracted Services,Advertising & Promo,"500,685.58",2024
Transportation Services,Road & Sidewalk Management,Pedestrian & Cycling Infrastructure & Programs,Expenses,Service And Rent,Contracted Services,C. Serv - Secur Sys,"8,325.00",2024
Transportation Services,Road & Sidewalk Management,Pedestrian & Cycling Infrastructure & Programs,Expenses,Service And Rent,Contracted Services,C. Srv -Construction,"320,000.00",2024
Transportation Services,Road & Sidewalk Management,Pedestrian & Cycling Infrastructure & Programs,Expenses,Service And Rent,Contracted Services,Contr Srv - General,"151,347.33",2024
Transportation Services,Road & Sidewalk Management,Pedestrian & Cycling Infrastructure & Programs,Expenses,Service And Rent,Contracted Services,Laundry Services,"2,040.00",2024
Transportation Services,Road & Sidewalk Management,Pedestrian & Cycling Infrastructure & Programs,Expenses,Service And Rent,General Travel,Metrage -Op (Intown),"2,000.00",2024
Transportation Services,Road & Sidewalk Management,Pedestrian & Cycling Infrastructure & Programs,Expenses,Service And Rent,General Travel,Parking Exp (Intown),266.25,2024
Transportation Services,Road & Sidewalk Management,Pedestrian & Cycling Infrastructure & Programs,Expenses,Service And Rent,Meetings,Bus. Meeting Exp,548.25,2024
Transportation Services,Road & Sidewalk Management,Pedestrian & Cycling Infrastructure & Programs,Expenses,Service And Rent,Services,Member Fees,"14,949.97",2024
Transportation Services,Road & Sidewalk Management,Pedestrian & Cycling Infrastructure & Programs,Expenses,Service And Rent,Telecommnuncation,Cellular Phones,"10,000.00",2024
Transportation Services,Road & Sidewalk Management,Pedestrian & Cycling Infrastructure & Programs,Expenses,Service And Rent,Telecommnuncation,Lan Extension - Hdsl,"4,072.00",2024
Transportation Services,Road & Sidewalk Management,Pedestrian & Cycling Infrastructure & Programs,Expenses,Service And Rent,Telecommnuncation,Wireless Devices,"1,039.50",2024
Transportation Services,Road & Sidewalk Management,Pedestrian & Cycling Infrastructure & Programs,Expenses,Service And Rent,Training,Train/Dev - External,"2,384.65",2024
Transportation Services,Road & Sidewalk Management,Pedestrian & Cycling Infrastructure & Programs,Expenses,Service And Rent,Training,Tuition Fees,266.84,2024
Transportation Services,Road & Sidewalk Management,Pedestrian & Cycling Infrastructure & Programs,Expenses,Service And Rent,Zero Based Consulting,C-Svs Mgmt/Res &Dev,"15,881.46",2024
Transportation Services,Road & Sidewalk Management,Public Realm Improvements & Programs,Expenses,Benefits,Allowances,Benefits To Be Dist,"28,877.69",2024
Transportation Services,Road & Sidewalk Management,Public Realm Improvements & Programs,Expenses,Benefits,Benefits,Comprehensive Med,"665,581.86",2024
Transportation Services,Road & Sidewalk Management,Public Realm Improvements & Programs,Expenses,Benefits,Benefits,CPP,"531,089.28",2024
Transportation Services,Road & Sidewalk Management,Public Realm Improvements & Programs,Expenses,Benefits,Benefits,Dental Plan,"322,781.64",2024
Transportation Services,Road & Sidewalk Management,Public Realm Improvements & Programs,Expenses,Benefits,Benefits,EI,"179,209.56",2024
Transportation Services,Road & Sidewalk Management,Public Realm Improvements & Programs,Expenses,Benefits,Benefits,Life Insurance,"75,496.43",2024
Transportation Services,Road & Sidewalk Management,Public Realm Improvements & Programs,Expenses,Benefits,Benefits,LTD,"276,374.90",2024
Transportation Services,Road & Sidewalk Management,Public Realm Improvements & Programs,Expenses,Benefits,Benefits,OMERS Pension,"1,066,193.58",2024
Transportation Services,Road & Sidewalk Management,Public Realm Improvements & Programs,Expenses,Benefits,Benefits,Ont Health Tax,"210,416.41",2024
Transportation Services,Road & Sidewalk Management,Public Realm Improvements & Programs,Expenses,Contribution To Reserves/Reserve Funds,Contribution To Reserves/Reserve Funds,Con Veh Res - Flt Rt,"112,583.47",2024
Transportation Services,Road & Sidewalk Management,Public Realm Improvements & Programs,Expenses,Contribution To Reserves/Reserve Funds,Contribution To Reserves/Reserve Funds,Cont To Res Fnds,"35,500,890.00",2024
Transportation Services,Road & Sidewalk Management,Public Realm Improvements & Programs,Expenses,Equipment,Computes,Comp - Hardware,"10,414.16",2024
Transportation Services,Road & Sidewalk Management,Public Realm Improvements & Programs,Expenses,Equipment,Computes,Comp - Software,"12,670.80",2024
Transportation Services,Road & Sidewalk Management,Public Realm Improvements & Programs,Expenses,Equipment,Equipment,General Equipment,801.60,2024
Transportation Services,Road & Sidewalk Management,Public Realm Improvements & Programs,Expenses,Equipment,Furn & Fixtures,Furnishings,"9,057.64",2024
Transportation Services,Road & Sidewalk Management,Public Realm Improvements & Programs,Expenses,Materials & Supplies,Construction Materials,Asphalt,"530,000.00",2024
Transportation Services,Road & Sidewalk Management,Public Realm Improvements & Programs,Expenses,Materials & Supplies,Materials,Agriculture Supplies,"25,234.08",2024
Transportation Services,Road & Sidewalk Management,Public Realm Improvements & Programs,Expenses,Materials & Supplies,Office Supplies,Books & Magazines,550.00,2024
Transportation Services,Road & Sidewalk Management,Public Realm Improvements & Programs,Expenses,Materials & Supplies,Office Supplies,Health-Safety Sup,"1,784.00",2024
Transportation Services,Road & Sidewalk Management,Public Realm Improvements & Programs,Expenses,Materials & Supplies,Office Supplies,Other Office Materl,"1,600.00",2024
Transportation Services,Road & Sidewalk Management,Public Realm Improvements & Programs,Expenses,Materials & Supplies,Office Supplies,Phot Fax & Print Sup,"2,177.20",2024
Transportation Services,Road & Sidewalk Management,Public Realm Improvements & Programs,Expenses,Materials & Supplies,Office Supplies,Stationery And Off,"6,000.00",2024
Transportation Services,Road & Sidewalk Management,Public Realm Improvements & Programs,Expenses,Other Expenditures,Miscellaneous Expenditures,Credit Card Disc Etc,"53,760.00",2024
Transportation Services,Road & Sidewalk Management,Public Realm Improvements & Programs,Expenses,Salaries,Permanent Salaries,Full Time Reg Py Sap,"10,790,882.25",2024
Transportation Services,Road & Sidewalk Management,Public Realm Improvements & Programs,Expenses,Salaries,Permanent Salaries,Perm - Overtime Sap,"479,474.04",2024
Transportation Services,Road & Sidewalk Management,Public Realm Improvements & Programs,Expenses,Salaries,Vacancy Adjustments,Vacancy Adjustments,"(4,994,397.89)",2024
Transportation Services,Road & Sidewalk Management,Public Realm Improvements & Programs,Expenses,Service And Rent,Business Travel,Bus Trav - Accom,736.40,2024
Transportation Services,Road & Sidewalk Management,Public Realm Improvements & Programs,Expenses,Service And Rent,Business Travel,Bus Trav - Air Trans,305.00,2024
Transportation Services,Road & Sidewalk Management,Public Realm Improvements & Programs,Expenses,Service And Rent,Business Travel,Bus Trav - Other Exp,342.00,2024
Transportation Services,Road & Sidewalk Management,Public Realm Improvements & Programs,Expenses,Service And Rent,Business Travel,Bus Trav - Pub Trans,808.80,2024
Transportation Services,Road & Sidewalk Management,Public Realm Improvements & Programs,Expenses,Service And Rent,Business Travel,Bustrav - Gr. Trans,660.00,2024
Transportation Services,Road & Sidewalk Management,Public Realm Improvements & Programs,Expenses,Service And Rent,Conference,Conf/Sem - Other Exp,617.95,2024
Transportation Services,Road & Sidewalk Management,Public Realm Improvements & Programs,Expenses,Service And Rent,Conference,Conf/Sem - Regist Fe,"2,913.90",2024
Transportation Services,Road & Sidewalk Management,Public Realm Improvements & Programs,Expenses,Service And Rent,Conference,Conf/Semin - Accomd,"1,510.00",2024
Transportation Services,Road & Sidewalk Management,Public Realm Improvements & Programs,Expenses,Service And Rent,Conference,Conf/Semin - Km,700.00,2024
Transportation Services,Road & Sidewalk Management,Public Realm Improvements & Programs,Expenses,Service And Rent,Conference,Conf/Semin -Air/Rai,"1,185.00",2024
Transportation Services,Road & Sidewalk Management,Public Realm Improvements & Programs,Expenses,Service And Rent,Conference,Conf/Semin -Grd Tran,200.00,2024
Transportation Services,Road & Sidewalk Management,Public Realm Improvements & Programs,Expenses,Service And Rent,Contracted Services,Advertising & Promo,881.46,2024
Transportation Services,Road & Sidewalk Management,Public Realm Improvements & Programs,Expenses,Service And Rent,Contracted Services,C. Srv - Drainage,"9,801.00",2024
Transportation Services,Road & Sidewalk Management,Public Realm Improvements & Programs,Expenses,Service And Rent,Contracted Services,C. Srv - Grass Cut,"1,944,780.00",2024
Transportation Services,Road & Sidewalk Management,Public Realm Improvements & Programs,Expenses,Service And Rent,Contracted Services,C. Srv - Iium Signs,"278,985.00",2024
Transportation Services,Road & Sidewalk Management,Public Realm Improvements & Programs,Expenses,Service And Rent,Contracted Services,Comp Software Main,"30,000.00",2024
Transportation Services,Road & Sidewalk Management,Public Realm Improvements & Programs,Expenses,Service And Rent,Contracted Services,Contr Srv - General,"2,525,000.00",2024
Transportation Services,Road & Sidewalk Management,Public Realm Improvements & Programs,Expenses,Service And Rent,Contracted Services,Contr Srv - Landscpg,"1,550,782.92",2024
Transportation Services,Road & Sidewalk Management,Public Realm Improvements & Programs,Expenses,Service And Rent,General Travel,Metrage -Op (Intown),"9,000.00",2024
Transportation Services,Road & Sidewalk Management,Public Realm Improvements & Programs,Expenses,Service And Rent,General Travel,Parking Exp (Intown),"1,437.70",2024
Transportation Services,Road & Sidewalk Management,Public Realm Improvements & Programs,Expenses,Service And Rent,Meetings,Bus. Meeting Exp,"2,629.60",2024
Transportation Services,Road & Sidewalk Management,Public Realm Improvements & Programs,Expenses,Service And Rent,Professtional & Consulting,Prof & Tech - IT,"70,000.00",2024
Transportation Services,Road & Sidewalk Management,Public Realm Improvements & Programs,Expenses,Service And Rent,Rentals,Rental Of Mach&Equip,"250,000.00",2024
Transportation Services,Road & Sidewalk Management,Public Realm Improvements & Programs,Expenses,Service And Rent,Repair & Maintenance,R & M - Sign Maint,"73,395.00",2024
Transportation Services,Road & Sidewalk Management,Public Realm Improvements & Programs,Expenses,Service And Rent,Services,Member Fees,"19,221.39",2024
Transportation Services,Road & Sidewalk Management,Public Realm Improvements & Programs,Expenses,Service And Rent,Services,Other Prof/Tech Serv,"705,708.00",2024
Transportation Services,Road & Sidewalk Management,Public Realm Improvements & Programs,Expenses,Service And Rent,Telecommnuncation,Cellular Phones,"40,000.00",2024
Transportation Services,Road & Sidewalk Management,Public Realm Improvements & Programs,Expenses,Service And Rent,Telecommnuncation,Wireless Devices,"4,986.30",2024
Transportation Services,Road & Sidewalk Management,Public Realm Improvements & Programs,Expenses,Service And Rent,Training,Train/Dev - External,"10,852.05",2024
Transportation Services,Road & Sidewalk Management,Public Realm Improvements & Programs,Expenses,Service And Rent,Training,Tuition Fees,343.08,2024
Transportation Services,Road & Sidewalk Management,Public Realm Improvements & Programs,Expenses,Service And Rent,Zero Based Consulting,Consult-Technical,"100,000.00",2024
Transportation Services,Road & Sidewalk Management,Public Realm Improvements & Programs,Expenses,Service And Rent,Zero Based Consulting,C-Svs Mgmt/Res &Dev,"20,419.02",2024
Transportation Services,Road & Sidewalk Management,Road & Sidewalk Repairs & Cleaning,Expenses,Benefits,Allowances,Benefits To Be Dist,"9,264.08",2024
Transportation Services,Road & Sidewalk Management,Road & Sidewalk Repairs & Cleaning,Expenses,Benefits,Benefits,Comprehensive Med,"742,089.71",2024
Transportation Services,Road & Sidewalk Management,Road & Sidewalk Repairs & Cleaning,Expenses,Benefits,Benefits,CPP,"570,872.64",2024
Transportation Services,Road & Sidewalk Management,Road & Sidewalk Repairs & Cleaning,Expenses,Benefits,Benefits,Dental Plan,"347,131.23",2024
Transportation Services,Road & Sidewalk Management,Road & Sidewalk Repairs & Cleaning,Expenses,Benefits,Benefits,EI,"193,623.39",2024
Transportation Services,Road & Sidewalk Management,Road & Sidewalk Repairs & Cleaning,Expenses,Benefits,Benefits,Life Insurance,"73,060.32",2024
Transportation Services,Road & Sidewalk Management,Road & Sidewalk Repairs & Cleaning,Expenses,Benefits,Benefits,LTD,"303,765.94",2024
Transportation Services,Road & Sidewalk Management,Road & Sidewalk Repairs & Cleaning,Expenses,Benefits,Benefits,OMERS Pension,"974,760.63",2024
Transportation Services,Road & Sidewalk Management,Road & Sidewalk Repairs & Cleaning,Expenses,Benefits,Benefits,Ont Health Tax,"201,542.02",2024
Transportation Services,Road & Sidewalk Management,Road & Sidewalk Repairs & Cleaning,Expenses,Contribution To Reserves/Reserve Funds,Contribution To Reserves/Reserve Funds,Con Veh Res - Flt Rt,"3,513,943.79",2024
Transportation Services,Road & Sidewalk Management,Road & Sidewalk Repairs & Cleaning,Expenses,Contribution To Reserves/Reserve Funds,Contribution To Reserves/Reserve Funds,Cont To Res Fnds,"10,000.00",2024
Transportation Services,Road & Sidewalk Management,Road & Sidewalk Repairs & Cleaning,Expenses,Equipment,Computes,Comp - Hardware,101.64,2024
Transportation Services,Road & Sidewalk Management,Road & Sidewalk Repairs & Cleaning,Expenses,Equipment,Furn & Fixtures,Furnishings,375.03,2024
Transportation Services,Road & Sidewalk Management,Road & Sidewalk Repairs & Cleaning,Expenses,Inter-Divisional Charges,Inter-Divisional Charges,IDC-Solid Waste,"1,069,891.75",2024
Transportation Services,Road & Sidewalk Management,Road & Sidewalk Repairs & Cleaning,Expenses,Materials & Supplies,Construction Materials,Asphalt,"530,000.00",2024
Transportation Services,Road & Sidewalk Management,Road & Sidewalk Repairs & Cleaning,Expenses,Materials & Supplies,Energy,Water,"130,183.76",2024
Transportation Services,Road & Sidewalk Management,Road & Sidewalk Repairs & Cleaning,Expenses,Materials & Supplies,Materials,Bridge Materials,"5,072.00",2024
Transportation Services,Road & Sidewalk Management,Road & Sidewalk Repairs & Cleaning,Expenses,Materials & Supplies,Materials,Road Materials,"1,100,000.00",2024
Transportation Services,Road & Sidewalk Management,Road & Sidewalk Repairs & Cleaning,Expenses,Materials & Supplies,Supplies,Misc Materials,151.00,2024
Transportation Services,Road & Sidewalk Management,Road & Sidewalk Repairs & Cleaning,Expenses,Salaries,Permanent Salaries,Full Time Reg Py Sap,"10,335,966.22",2024
Transportation Services,Road & Sidewalk Management,Road & Sidewalk Repairs & Cleaning,Expenses,Salaries,Permanent Salaries,Perm - Overtime Sap,"43,111.69",2024
Transportation Services,Road & Sidewalk Management,Road & Sidewalk Repairs & Cleaning,Expenses,Salaries,Vacancy Adjustments,Vacancy Adjustments,"(1,898.55)",2024
Transportation Services,Road & Sidewalk Management,Road & Sidewalk Repairs & Cleaning,Expenses,Service And Rent,Business Travel,Bus Trav - Air Trans,100.00,2024
Transportation Services,Road & Sidewalk Management,Road & Sidewalk Repairs & Cleaning,Expenses,Service And Rent,Business Travel,Bus Trav - Other Exp,140.00,2024
Transportation Services,Road & Sidewalk Management,Road & Sidewalk Repairs & Cleaning,Expenses,Service And Rent,Business Travel,Bustrav - Gr. Trans,140.00,2024
Transportation Services,Road & Sidewalk Management,Road & Sidewalk Repairs & Cleaning,Expenses,Service And Rent,Conference,Conf/Sem - Other Exp,110.00,2024
Transportation Services,Road & Sidewalk Management,Road & Sidewalk Repairs & Cleaning,Expenses,Service And Rent,Conference,Conf/Semin - Accomd,140.00,2024
Transportation Services,Road & Sidewalk Management,Road & Sidewalk Repairs & Cleaning,Expenses,Service And Rent,Conference,Conf/Semin -Air/Rai,100.00,2024
Transportation Services,Road & Sidewalk Management,Road & Sidewalk Repairs & Cleaning,Expenses,Service And Rent,Contracted Services,Advertising & Promo,685.58,2024
Transportation Services,Road & Sidewalk Management,Road & Sidewalk Repairs & Cleaning,Expenses,Service And Rent,Contracted Services,C. Srv - Curb Maint,"106,273.86",2024
Transportation Services,Road & Sidewalk Management,Road & Sidewalk Repairs & Cleaning,Expenses,Service And Rent,Contracted Services,C. Srv - Drainage,"38,562.50",2024
Transportation Services,Road & Sidewalk Management,Road & Sidewalk Repairs & Cleaning,Expenses,Service And Rent,Contracted Services,C. Srv - Road Maint,"2,085,000.00",2024
Transportation Services,Road & Sidewalk Management,Road & Sidewalk Repairs & Cleaning,Expenses,Service And Rent,Contracted Services,C. Srv -Construction,"1,439,800.00",2024
Transportation Services,Road & Sidewalk Management,Road & Sidewalk Repairs & Cleaning,Expenses,Service And Rent,Contracted Services,C. Srv-Asphalt Maint,"3,338,903.00",2024
Transportation Services,Road & Sidewalk Management,Road & Sidewalk Repairs & Cleaning,Expenses,Service And Rent,Contracted Services,Contr Srv - General,"1,000,000.00",2024
Transportation Services,Road & Sidewalk Management,Road & Sidewalk Repairs & Cleaning,Expenses,Service And Rent,General Travel,Parking Exp (Intown),140.00,2024
Transportation Services,Road & Sidewalk Management,Road & Sidewalk Repairs & Cleaning,Expenses,Service And Rent,Services,Member Fees,"14,949.97",2024
Transportation Services,Road & Sidewalk Management,Road & Sidewalk Repairs & Cleaning,Expenses,Service And Rent,Training,Tuition Fees,266.84,2024
Transportation Services,Road & Sidewalk Management,Road & Sidewalk Repairs & Cleaning,Expenses,Service And Rent,Zero Based Consulting,C-Svs Mgmt/Res &Dev,"15,881.46",2024
Transportation Services,Road & Sidewalk Management,Winter Operations,Expenses,Benefits,Allowances,Benefits To Be Dist,"12,409.21",2024
Transportation Services,Road & Sidewalk Management,Winter Operations,Expenses,Benefits,Benefits,Comprehensive Med,"391,276.61",2024
Transportation Services,Road & Sidewalk Management,Winter Operations,Expenses,Benefits,Benefits,CPP,"728,951.34",2024
Transportation Services,Road & Sidewalk Management,Winter Operations,Expenses,Benefits,Benefits,Dental Plan,"194,968.88",2024
Transportation Services,Road & Sidewalk Management,Winter Operations,Expenses,Benefits,Benefits,EI,"226,858.28",2024
Transportation Services,Road & Sidewalk Management,Winter Operations,Expenses,Benefits,Benefits,Life Insurance,"79,438.05",2024
Transportation Services,Road & Sidewalk Management,Winter Operations,Expenses,Benefits,Benefits,LTD,"225,472.70",2024
Transportation Services,Road & Sidewalk Management,Winter Operations,Expenses,Benefits,Benefits,OMERS Pension,"1,335,031.27",2024
Transportation Services,Road & Sidewalk Management,Winter Operations,Expenses,Benefits,Benefits,Ont Health Tax,"225,301.35",2024
Transportation Services,Road & Sidewalk Management,Winter Operations,Expenses,Contribution To Reserves/Reserve Funds,Contribution To Reserves/Reserve Funds,Con Veh Res - Flt Rt,"202,195.72",2024
Transportation Services,Road & Sidewalk Management,Winter Operations,Expenses,Equipment,Computes,Comp - Hardware,"30,000.00",2024
Transportation Services,Road & Sidewalk Management,Winter Operations,Expenses,Equipment,Computes,Comp - Software,"44,692.52",2024
Transportation Services,Road & Sidewalk Management,Winter Operations,Expenses,Equipment,Equipment,M & E - Communictns,"1,811.50",2024
Transportation Services,Road & Sidewalk Management,Winter Operations,Expenses,Equipment,Equipment,M & E - Hand Tools,"17,000.00",2024
Transportation Services,Road & Sidewalk Management,Winter Operations,Expenses,Equipment,Furn & Fixtures,Furnishings,"20,727.00",2024
Transportation Services,Road & Sidewalk Management,Winter Operations,Expenses,Inter-Divisional Charges,Inter-Divisional Charges,IDC-Solid Waste,"1,069,891.75",2024
Transportation Services,Road & Sidewalk Management,Winter Operations,Expenses,Materials & Supplies,Construction Materials,Concrete,"3,399.50",2024
Transportation Services,Road & Sidewalk Management,Winter Operations,Expenses,Materials & Supplies,Construction Materials,Gravel,800.50,2024
Transportation Services,Road & Sidewalk Management,Winter Operations,Expenses,Materials & Supplies,Energy,Hydro,"475,760.00",2024
Transportation Services,Road & Sidewalk Management,Winter Operations,Expenses,Materials & Supplies,Materials,General Hardware,"21,961.00",2024
Transportation Services,Road & Sidewalk Management,Winter Operations,Expenses,Materials & Supplies,Materials,Locks,"1,599.50",2024
Transportation Services,Road & Sidewalk Management,Winter Operations,Expenses,Materials & Supplies,Office Supplies,Books & Magazines,"2,000.00",2024
Transportation Services,Road & Sidewalk Management,Winter Operations,Expenses,Materials & Supplies,Office Supplies,Health-Safety Sup,"2,751.00",2024
Transportation Services,Road & Sidewalk Management,Winter Operations,Expenses,Materials & Supplies,Office Supplies,Other Office Materl,"4,000.00",2024
Transportation Services,Road & Sidewalk Management,Winter Operations,Expenses,Materials & Supplies,Office Supplies,Stationery And Off,"15,000.00",2024
Transportation Services,Road & Sidewalk Management,Winter Operations,Expenses,Materials & Supplies,Parts,Mach & Equip Parts,"5,000.00",2024
Transportation Services,Road & Sidewalk Management,Winter Operations,Expenses,Materials & Supplies,Salt,De - Icers,"13,368,460.53",2024
Transportation Services,Road & Sidewalk Management,Winter Operations,Expenses,Salaries,Permanent Salaries,Full Time Reg Py Sap,"16,359,664.50",2024
Transportation Services,Road & Sidewalk Management,Winter Operations,Expenses,Salaries,Permanent Salaries,Perm - Overtime Sap,"677,185.23",2024
Transportation Services,Road & Sidewalk Management,Winter Operations,Expenses,Salaries,Vacancy Adjustments,Vacancy Adjustments,"(2,099,166.23)",2024
Transportation Services,Road & Sidewalk Management,Winter Operations,Expenses,Service And Rent,Business Travel,Bus Trav - Accom,"2,730.50",2024
Transportation Services,Road & Sidewalk Management,Winter Operations,Expenses,Service And Rent,Business Travel,Bus Trav - Air Trans,"1,300.00",2024
Transportation Services,Road & Sidewalk Management,Winter Operations,Expenses,Service And Rent,Business Travel,Bus Trav - Other Exp,505.00,2024
Transportation Services,Road & Sidewalk Management,Winter Operations,Expenses,Service And Rent,Business Travel,Bus Trav - Pub Trans,"2,985.00",2024
Transportation Services,Road & Sidewalk Management,Winter Operations,Expenses,Service And Rent,Business Travel,Bustrav - Gr. Trans,160.00,2024
Transportation Services,Road & Sidewalk Management,Winter Operations,Expenses,Service And Rent,Conference,Conf/Sem - Other Exp,"2,284.50",2024
Transportation Services,Road & Sidewalk Management,Winter Operations,Expenses,Service And Rent,Conference,Conf/Sem - Regist Fe,"10,353.55",2024
Transportation Services,Road & Sidewalk Management,Winter Operations,Expenses,Service And Rent,Conference,Conf/Semin - Accomd,"5,000.00",2024
Transportation Services,Road & Sidewalk Management,Winter Operations,Expenses,Service And Rent,Conference,Conf/Semin - Km,270.00,2024
Transportation Services,Road & Sidewalk Management,Winter Operations,Expenses,Service And Rent,Conference,Conf/Semin -Air/Rai,"4,150.00",2024
Transportation Services,Road & Sidewalk Management,Winter Operations,Expenses,Service And Rent,Conference,Conf/Semin -Grd Tran,550.00,2024
Transportation Services,Road & Sidewalk Management,Winter Operations,Expenses,Service And Rent,Contracted Services,Advertising & Promo,"1,000,685.58",2024
Transportation Services,Road & Sidewalk Management,Winter Operations,Expenses,Service And Rent,Contracted Services,C. Serv - Secur Sys,"20,000.00",2024
Transportation Services,Road & Sidewalk Management,Winter Operations,Expenses,Service And Rent,Contracted Services,C. Srv - Curb Maint,"106,273.86",2024
Transportation Services,Road & Sidewalk Management,Winter Operations,Expenses,Service And Rent,Contracted Services,C. Srv - Drainage,"27,128.00",2024
Transportation Services,Road & Sidewalk Management,Winter Operations,Expenses,Service And Rent,Contracted Services,C. Srv - Sidewalks,"1,187.50",2024
Transportation Services,Road & Sidewalk Management,Winter Operations,Expenses,Service And Rent,Contracted Services,C. Srv -Carpet Clean,"2,708.00",2024
Transportation Services,Road & Sidewalk Management,Winter Operations,Expenses,Service And Rent,Contracted Services,C. Srv -Janitorial,"35,000.00",2024
Transportation Services,Road & Sidewalk Management,Winter Operations,Expenses,Service And Rent,Contracted Services,C. Srv -Road Plough,"1,301,282.87",2024
Transportation Services,Road & Sidewalk Management,Winter Operations,Expenses,Service And Rent,Contracted Services,C. Srv -Road Plough,"26,155,756.00",2024
Transportation Services,Road & Sidewalk Management,Winter Operations,Expenses,Service And Rent,Contracted Services,C. Srv -S.Walk Ploug,"5,814,882.99",2024
Transportation Services,Road & Sidewalk Management,Winter Operations,Expenses,Service And Rent,Contracted Services,C. Srv -S.Walk Ploug,"37,857,169.00",2024
Transportation Services,Road & Sidewalk Management,Winter Operations,Expenses,Service And Rent,Contracted Services,C. Srv- Sanding/Salt,"6,356,140.00",2024
Transportation Services,Road & Sidewalk Management,Winter Operations,Expenses,Service And Rent,Contracted Services,C. Srv- Sanding/Salt,"41,363,132.00",2024
Transportation Services,Road & Sidewalk Management,Winter Operations,Expenses,Service And Rent,Contracted Services,Comp Hardware Main,"1,110.50",2024
Transportation Services,Road & Sidewalk Management,Winter Operations,Expenses,Service And Rent,Contracted Services,Contr Srv - Building,"1,045.00",2024
Transportation Services,Road & Sidewalk Management,Winter Operations,Expenses,Service And Rent,Contracted Services,Contr Srv - Cable Tv,"3,003.00",2024
Transportation Services,Road & Sidewalk Management,Winter Operations,Expenses,Service And Rent,Contracted Services,Contr Srv - Elect,"5,103.00",2024
Transportation Services,Road & Sidewalk Management,Winter Operations,Expenses,Service And Rent,Contracted Services,Contr Srv - General,"610,190.00",2024
Transportation Services,Road & Sidewalk Management,Winter Operations,Expenses,Service And Rent,Contracted Services,Contr Srv - Lighting,"757,916.88",2024
Transportation Services,Road & Sidewalk Management,Winter Operations,Expenses,Service And Rent,Contracted Services,Contr Srv - M & E,"2,500.00",2024
Transportation Services,Road & Sidewalk Management,Winter Operations,Expenses,Service And Rent,Contracted Services,Contr Srv #Monit Sys,"26,783.50",2024
Transportation Services,Road & Sidewalk Management,Winter Operations,Expenses,Service And Rent,Contracted Services,Pest Control,"4,760.00",2024
Transportation Services,Road & Sidewalk Management,Winter Operations,Expenses,Service And Rent,Contracted Services,Rental-Oper. Costs,"66,500.00",2024
Transportation Services,Road & Sidewalk Management,Winter Operations,Expenses,Service And Rent,Contracted Services,"Transfer, Haul &Stor","8,059.00",2024
Transportation Services,Road & Sidewalk Management,Winter Operations,Expenses,Service And Rent,General Travel,Metrage -Op (Intown),"6,000.00",2024
Transportation Services,Road & Sidewalk Management,Winter Operations,Expenses,Service And Rent,General Travel,Parking Exp (Intown),"4,494.00",2024
